gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Male,Yes,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,New (0-12m),1,0,27.7375,1.662499999999998,Low_Value
Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,Loyal (37-60m),3,1,93.85365853658536,1.0463414634146346,Top_Value
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,Veteran (61m+),5,1,111.42847222222224,0.22152777777778,Top_Value
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,No,New (0-12m),0,0,24.735714285714288,-4.835714285714289,Low_Value
Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,No,Loyal (37-60m),0,0,20.55921052631579,-0.1092105263157918,Low_Value
Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,No,Loyal (37-60m),5,0,102.51818181818182,3.5318181818181813,Top_Value
Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,Loyal (37-60m),6,1,113.14468085106384,0.3053191489361637,Top_Value
Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,Loyal (37-60m),3,0,90.17830188679244,2.371698113207543,Top_Value
Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,New (0-12m),2,0,62.525,3.074999999999996,Medium_Value
Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,Established (13-36m),1,0,87.26,-2.910000000000011,High_Value
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,New (0-12m),0,0,37.45,7.199999999999996,Medium_Value
Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,Loyal (37-60m),3,1,72.63333333333334,-1.5333333333333456,High_Value
Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,Loyal (37-60m),3,0,83.42045454545455,1.729545454545459,High_Value
Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,Established (13-36m),1,0,48.65833333333333,1.0416666666666714,Medium_Value
Male,No,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,Established (13-36m),1,1,31.31,-1.1099999999999994,Low_Value
Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,New (0-12m),0,0,19.633333333333333,5.616666666666667,Low_Value
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,New (0-12m),2,1,83.3875,0.6624999999999943,High_Value
Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,Loyal (37-60m),1,0,85.70675675675676,-0.0067567567567579,High_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,New (0-12m),1,0,74.7,0.0,High_Value
Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No,Established (13-36m),2,1,57.55,-1.2000000000000028,Medium_Value
Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,New (0-12m),2,0,91.1,-0.2999999999999971,Top_Value
Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,Established (13-36m),4,0,110.46969696969695,-2.919696969696972,Top_Value
Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,No,Loyal (37-60m),0,0,19.980172413793102,-0.130172413793101,Low_Value
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,Veteran (61m+),3,1,96.58541666666666,-0.6854166666666544,Top_Value
Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,Veteran (61m+),0,0,23.55070422535211,0.2992957746478915,Low_Value
Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,Established (13-36m),4,0,112.58928571428572,-6.439285714285703,Top_Value
Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,Loyal (37-60m),6,1,84.45294117647059,-0.6029411764705941,High_Value
Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Yes,Established (13-36m),6,1,84.34666666666666,1.0033333333333303,High_Value
Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No,Veteran (61m+),3,1,85.30069444444445,-0.5006944444444485,High_Value
Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,Established (13-36m),2,0,88.51944444444445,2.3305555555555486,Top_Value
Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,Established (13-36m),5,1,75.34285714285714,0.7571428571428527,High_Value
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,Veteran (61m+),4,0,75.42569444444445,-0.8756944444444485,High_Value
Female,No,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No,Established (13-36m),2,0,38.63181818181818,0.5681818181818201,Medium_Value
Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,New (0-12m),1,0,75.875,3.674999999999997,High_Value
Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,No,Established (13-36m),0,0,19.96,-0.3599999999999959,Low_Value
Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,No,Loyal (37-60m),0,1,21.308823529411764,-1.7588235294117638,Low_Value
Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,Veteran (61m+),3,1,38.46785714285714,0.6821428571428569,Medium_Value
Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No,Veteran (61m+),0,1,19.57183098591549,0.5281690140845114,Low_Value
Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,Loyal (37-60m),3,1,96.6,3.3499999999999943,Top_Value
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No,Veteran (61m+),2,0,59.69672131147541,0.1032786885245897,Medium_Value
Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,Loyal (37-60m),1,1,48.760576923076925,0.9894230769230744,Medium_Value
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,New (0-12m),1,0,35.75,0.0,Medium_Value
Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,Veteran (61m+),5,0,107.51328125,0.9867187499999944,Top_Value
Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No,Veteran (61m+),3,1,60.53548387096774,-0.3854838709677395,Medium_Value
Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No,Established (13-36m),0,0,21.251666666666665,-2.2016666666666644,Low_Value
Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,New (0-12m),0,0,45.4,0.6000000000000014,Medium_Value
Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No,Veteran (61m+),6,1,84.59603174603176,-0.5960317460317555,High_Value
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,New (0-12m),0,1,44.55,0.0,Medium_Value
Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,Established (13-36m),4,0,102.65333333333334,0.7966666666666669,Top_Value
Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,Established (13-36m),2,1,81.8425925925926,-1.1925925925925895,High_Value
Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No,New (0-12m),5,0,55.9375,1.2625000000000028,Medium_Value
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,No,Veteran (61m+),5,0,107.6625,3.0875000000000057,Top_Value
Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,No,Loyal (37-60m),0,1,26.096666666666664,-1.3966666666666647,Low_Value
Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,Loyal (37-60m),4,0,97.44555555555556,-0.3955555555555605,Top_Value
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,Established (13-36m),5,0,72.39861111111111,3.9513888888888857,High_Value
Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,Established (13-36m),3,0,90.55588235294118,-1.1558823529411768,High_Value
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,New (0-12m),0,0,18.9,0.0,Low_Value
Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,Established (13-36m),0,1,78.834375,-4.384374999999992,High_Value
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,New (0-12m),0,0,19.383333333333333,0.4166666666666678,Low_Value
Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,New (0-12m),0,0,56.4,-5.5,Medium_Value
Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,Veteran (61m+),6,1,84.07464788732395,0.3253521126760574,High_Value
Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No,New (0-12m),0,0,25.39,-0.990000000000002,Low_Value
Male,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No,Established (13-36m),0,0,20.0,0.0500000000000007,Low_Value
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,New (0-12m),1,0,85.2125,-4.212500000000006,High_Value
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,Established (13-36m),3,0,96.7423076923077,1.6076923076922895,Top_Value
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,New (0-12m),1,1,56.8375,-1.3374999999999986,Medium_Value
Male,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,New (0-12m),3,0,61.19,-10.189999999999998,Medium_Value
Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,New (0-12m),2,0,91.35,0.3000000000000113,Top_Value
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,Established (13-36m),1,0,81.30172413793103,2.998275862068965,High_Value
Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,New (0-12m),4,0,99.25,0.9500000000000028,Top_Value
Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No,Established (13-36m),0,0,19.11206896551724,0.2879310344827566,Low_Value
Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,New (0-12m),2,0,90.85,0.0,Top_Value
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,New (0-12m),0,0,69.4,0.0,Medium_Value
Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,New (0-12m),3,1,92.86875,1.5812499999999972,Top_Value
Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No,Established (13-36m),0,0,19.357692307692307,1.0423076923076913,Low_Value
Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,No,Loyal (37-60m),3,0,94.87542372881356,-0.1254237288135584,Top_Value
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,New (0-12m),0,1,20.15,0.0,Low_Value
Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,Loyal (37-60m),2,0,96.334,-0.6340000000000003,Top_Value
Male,No,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,Established (13-36m),0,1,42.66944444444445,1.6805555555555571,Medium_Value
Female,No,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,Established (13-36m),4,0,71.51764705882353,3.0323529411764696,High_Value
Male,No,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,Loyal (37-60m),4,0,74.95,-1.3500000000000083,High_Value
Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,Established (13-36m),0,1,70.575,4.375,High_Value
Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,New (0-12m),3,0,50.85,-2.8999999999999986,Medium_Value
Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,Established (13-36m),0,1,47.91842105263158,2.181578947368422,Medium_Value
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,New (0-12m),2,0,51.88333333333333,11.716666666666669,Medium_Value
Female,Yes,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,Veteran (61m+),4,0,53.76838235294117,-0.768382352941174,Medium_Value
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,New (0-12m),0,1,26.0,-6.149999999999999,Low_Value
Male,No,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,New (0-12m),0,1,21.55,2.8000000000000007,Low_Value
Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,Established (13-36m),0,0,21.625,-2.0749999999999997,Low_Value
Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,Veteran (61m+),0,1,26.390140845070423,-1.3401408450704224,Low_Value
Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,Established (13-36m),3,1,97.0,-3.200000000000003,Top_Value
Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,New (0-12m),2,0,36.23333333333333,0.6166666666666671,Medium_Value
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,Veteran (61m+),4,1,102.03055555555557,1.7194444444444483,Top_Value
Male,No,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,Veteran (61m+),4,1,56.18787878787879,0.5621212121212125,Medium_Value
Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,Established (13-36m),0,1,19.56875,1.2312500000000028,Low_Value
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,New (0-12m),0,0,44.1,0.0,Medium_Value
Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,Loyal (37-60m),0,0,24.74732142857143,-0.2973214285714292,Low_Value
Female,Yes,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,Established (13-36m),0,1,24.94545454545454,0.6545454545454596,Low_Value
Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,Established (13-36m),3,0,50.910714285714285,-0.1607142857142847,Medium_Value
Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,Veteran (61m+),4,1,105.0,-0.5999999999999943,Top_Value
Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,Loyal (37-60m),2,0,40.935,-1.6350000000000051,Medium_Value
Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,Loyal (37-60m),3,1,60.394047619047626,-0.7440476190476275,Medium_Value
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,Veteran (61m+),5,1,83.92638888888888,-0.6263888888888829,High_Value
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,New (0-12m),1,1,79.85416666666667,-0.3041666666666742,High_Value
Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,Veteran (61m+),0,1,24.375352112676055,0.0746478873239411,Low_Value
Female,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,Established (13-36m),0,0,17.676923076923078,1.5230769230769212,Low_Value
Female,No,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,New (0-12m),1,0,28.85,0.9500000000000028,Low_Value
Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,New (0-12m),0,0,47.53333333333333,-2.0333333333333314,Medium_Value
Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,Loyal (37-60m),5,0,105.96293103448276,0.4870689655172384,Top_Value
Male,No,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No,Loyal (37-60m),1,1,29.98921568627451,0.0607843137254917,Low_Value
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,Veteran (61m+),6,1,64.78472222222223,0.8652777777777771,Medium_Value
Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,Established (13-36m),3,0,96.70555555555556,-0.6555555555555657,Top_Value
Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,New (0-12m),0,1,78.99285714285715,-3.892857142857153,High_Value
Female,No,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,Loyal (37-60m),4,0,74.38936170212766,-0.3393617021276611,High_Value
Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,New (0-12m),0,0,46.85,-2.1499999999999986,Medium_Value
Male,Yes,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,Veteran (61m+),5,1,113.76370967741936,-3.0137096774193566,Top_Value
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No,Established (13-36m),0,0,18.846875,0.8531249999999986,Low_Value
Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,New (0-12m),1,1,52.11666666666667,-2.616666666666667,Medium_Value
Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,Established (13-36m),2,1,55.078947368421055,-0.0789473684210548,Medium_Value
Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,Veteran (61m+),3,1,42.9,1.0500000000000045,Medium_Value
Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,New (0-12m),0,0,75.83636363636364,-1.4863636363636488,High_Value
Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No,Veteran (61m+),5,0,108.646875,2.503125000000012,Top_Value
Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,Loyal (37-60m),5,1,106.02179487179488,-1.3217948717948786,Top_Value
Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,Established (13-36m),1,0,59.986666666666665,-4.286666666666662,Medium_Value
Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,Established (13-36m),0,0,21.66,-1.0599999999999987,Low_Value
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,New (0-12m),0,1,19.475,0.1750000000000007,Low_Value
Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,Veteran (61m+),6,1,120.33560606060604,-4.535606060606057,Top_Value
Female,No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,Veteran (61m+),5,1,87.23360655737704,1.4163934426229616,High_Value
Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,Loyal (37-60m),3,0,96.66976744186049,-2.169767441860472,Top_Value
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,New (0-12m),0,0,18.633333333333333,1.4666666666666686,Low_Value
